,customer_id,signup_date,home_store,annual_visits,online_ratio,ltv_estimate,first_purchase_date,last_purchase_date,region,loyalty_member,total_purchases,total_spent,avg_purchase_value,visits_2023,has_escalation,escalation_reason,customer_rating,visit_category,recency_days,lifetime_days
8855,8856,2020-03-20,YYC-NW,16,0.09,260.82,2020-03-20,2020-06-25,Calgary NW,False,78,4412.95,56.58,19,False,No Description,4.62,Sering,1650,97
8856,8857,2020-12-08,YYC-DT,16,0.38,266.15,2020-12-08,2023-04-29,Calgary Downtown,True,48,1531.65,31.91,17,False,No Description,4.53,Sering,612,872
8857,8858,2023-08-04,YYC-SE,3,0.42,67.23,2023-08-04,2024-08-25,Calgary SE,True,4,375.36,93.84,3,False,No Description,4.74,Jarang,128,387
8858,8859,2020-08-03,YYC-DT,11,0.28,179.32,2020-08-03,2024-07-14,Calgary Downtown,False,52,2239.85,43.07,10,True,Damaged Book,3.01,Sering,170,1441
8859,8860,2023-07-01,YYC-SE,4,0.21,46.08,2023-07-01,2024-11-16,Calgary SE,True,4,186.97,46.74,4,False,No Description,4.87,Jarang,45,504
8860,8861,2022-07-31,YYC-DT,8,0.33,258.85,2022-07-31,2022-11-25,Calgary Downtown,False,16,464.69,29.04,9,False,No Description,3.41,Sering,767,117
8861,8862,2023-05-23,ONLINE,17,0.17,25.13,2023-05-23,2024-09-19,Online,False,19,933.5,49.13,10,False,No Description,4.52,Sering,103,485
8862,8863,2023-07-23,YYC-DT,19,0.64,102.82,2023-07-23,2024-02-19,Calgary Downtown,True,25,739.15,29.57,12,False,No Description,5.0,Sering,316,211
8863,8864,2022-06-27,YYC-NW,4,0.34,288.19,2022-06-27,2024-03-17,Calgary NW,False,8,562.58,70.32,4,False,No Description,4.14,Jarang,289,629
8864,8865,2022-04-08,YYC-NW,16,0.06,50.37,2022-04-08,2022-08-10,Calgary NW,True,36,3374.23,93.73,15,False,No Description,4.22,Sering,874,124
8865,8866,2021-12-14,YYC-NW,3,0.52,180.9,2021-12-14,2024-10-30,Calgary NW,False,9,281.46,31.27,2,False,No Description,3.91,Sangat Jarang,62,1051
8866,8867,2022-02-20,YYC-NW,14,0.11,277.67,2022-02-20,2024-10-28,Calgary NW,False,40,3552.08,88.8,8,True,Damaged Book,3.42,Sering,64,981
8867,8868,2024-07-12,ONLINE,3,0.17,141.05,2024-07-12,2024-11-11,Online,False,1,28.91,28.91,3,False,No Description,4.01,Jarang,50,122
8868,8869,2021-05-21,YYC-SE,8,0.32,168.37,2021-05-21,2022-06-24,Calgary SE,False,23,780.1,33.92,9,True,Website Issue,3.6,Sering,921,399
8869,8870,2024-10-16,ONLINE,17,0.19,163.08,2024-10-16,2024-10-25,Online,False,4,246.58,61.64,10,True,Rude Staff,3.35,Sering,67,9
8870,8871,2020-11-14,YYC-NW,10,0.39,145.61,2020-11-14,2023-07-16,Calgary NW,False,44,2420.8,55.02,10,False,No Description,4.16,Sering,534,974
8871,8872,2024-11-04,ONLINE,17,0.22,50.0,2024-11-04,2024-11-09,Online,False,3,277.47,92.49,11,True,Damaged Book,3.71,Sering,52,5
8872,8873,2020-11-22,YYC-NW,8,0.46,94.66,2020-11-22,2021-08-18,Calgary NW,False,31,2514.24,81.1,8,True,Damaged Book,3.71,Sering,1231,269
8873,8874,2023-07-27,YYC-DT,9,0.24,62.0,2023-07-27,2024-07-03,Calgary Downtown,False,13,774.97,59.61,8,False,No Description,4.27,Sering,181,342
8874,8875,2022-02-11,YYC-DT,12,0.56,71.49,2022-02-11,2024-08-26,Calgary Downtown,False,31,1301.13,41.97,13,True,Damaged Book,3.34,Sering,127,927
8875,8876,2020-03-12,YYC-SE,8,0.24,69.36,2020-03-12,2024-11-10,Calgary SE,False,29,2713.78,93.58,9,False,No Description,3.72,Sering,51,1704
8876,8877,2019-01-25,ONLINE,12,0.13,44.83,2019-01-25,2023-08-31,Online,False,67,4476.15,66.81,7,False,No Description,3.78,Sering,488,1679
8877,8878,2022-02-18,YYC-DT,17,0.23,130.95,2022-02-18,2024-12-22,Calgary Downtown,False,51,3322.68,65.15,10,False,No Description,4.14,Sering,9,1038
8878,8879,2020-09-03,YYC-DT,18,0.23,4.11,2020-09-03,2022-02-09,Calgary Downtown,False,79,6174.52,78.16,19,False,No Description,3.61,Sering,1056,524
8879,8880,2023-07-19,YYC-NW,17,0.12,150.93,2023-07-19,2023-12-02,Calgary NW,False,27,684.3,25.34,9,False,No Description,4.31,Sering,395,136
8880,8881,2021-03-15,YYC-DT,8,0.07,171.87,2021-03-15,2023-06-05,Calgary Downtown,True,32,1539.97,48.12,5,False,No Description,4.68,Jarang,575,812
8881,8882,2019-08-30,YYC-SE,14,0.22,161.62,2019-08-30,2022-07-14,Calgary SE,False,76,5033.52,66.23,11,True,Billing Error,4.08,Sering,901,1049
8882,8883,2023-09-23,YYC-NW,11,0.44,62.83,2023-09-23,2024-01-22,Calgary NW,False,11,769.6,69.96,7,True,Late Delivery,3.94,Sering,344,121
8883,8884,2024-07-30,ONLINE,19,0.27,207.02,2024-07-30,2024-12-25,Online,False,7,621.6,88.8,20,False,No Description,4.02,Sering,6,148
8884,8885,2022-07-26,YYC-DT,5,0.38,108.62,2022-07-26,2024-06-11,Calgary Downtown,True,13,770.31,59.25,5,False,No Description,3.97,Jarang,203,686
8885,8886,2023-07-24,YYC-SE,12,0.25,300.16,2023-07-24,2024-06-23,Calgary SE,False,16,1299.57,81.22,14,False,No Description,3.87,Sering,191,335
8886,8887,2022-11-02,YYC-DT,14,0.37,152.04,2022-11-02,2024-03-22,Calgary Downtown,False,23,813.03,35.35,16,False,No Description,4.02,Sering,284,506
8887,8888,2021-09-21,ONLINE,2,0.05,96.67,2021-09-21,2022-12-17,Online,False,4,281.93,70.48,1,False,No Description,3.79,Sangat Jarang,745,452
8888,8889,2019-05-13,YYC-DT,8,0.15,174.97,2019-05-13,2021-12-11,Calgary Downtown,False,42,2734.07,65.1,7,True,Website Issue,3.54,Sering,1116,943
8889,8890,2021-06-06,YYC-DT,18,0.23,80.86,2021-06-06,2024-08-01,Calgary Downtown,False,69,4472.26,64.82,12,True,Billing Error,3.34,Sering,152,1152
8890,8891,2023-06-08,ONLINE,9,0.09,67.56,2023-06-08,2024-06-07,Online,True,11,540.06,49.1,8,False,No Description,4.77,Sering,207,365
8891,8892,2019-11-28,YYC-SE,16,0.2,43.94,2019-11-28,2024-04-15,Calgary SE,True,80,2686.62,33.58,12,False,No Description,4.49,Sering,260,1600
8892,8893,2023-02-08,YYC-DT,12,0.3,97.87,2023-02-08,2024-07-23,Calgary Downtown,False,23,1154.14,50.18,8,False,No Description,3.99,Sering,161,531
8893,8894,2020-12-26,YYC-DT,6,0.38,121.33,2020-12-26,2024-04-07,Calgary Downtown,False,22,1466.5,66.66,6,False,No Description,4.36,Jarang,268,1198
8894,8895,2023-09-23,YYC-NW,6,0.28,112.81,2023-09-23,2024-05-10,Calgary NW,False,8,412.7,51.59,5,True,Rude Staff,3.73,Jarang,235,230
8895,8896,2022-12-19,YYC-SE,4,0.15,99.6,2022-12-19,2023-11-07,Calgary SE,True,6,234.73,39.12,4,False,No Description,4.68,Jarang,420,323
8896,8897,2021-10-05,YYC-DT,8,0.38,16.99,2021-10-05,2022-12-26,Calgary Downtown,True,22,689.76,31.35,10,True,Damaged Book,3.89,Sering,736,447
8897,8898,2024-01-05,YYC-DT,15,0.24,8.23,2024-01-05,2024-10-03,Calgary Downtown,True,13,884.79,68.06,15,True,Late Delivery,4.27,Sering,89,272
8898,8899,2022-06-04,ONLINE,13,0.2,140.85,2022-06-04,2024-02-11,Online,False,34,2478.52,72.9,15,True,Website Issue,3.6,Sering,324,617
8899,8900,2022-03-07,YYC-DT,10,0.05,29.0,2022-03-07,2023-03-01,Calgary Downtown,False,22,1045.39,47.52,7,False,No Description,3.62,Sering,671,359
8900,8901,2020-06-07,YYC-DT,3,0.55,234.37,2020-06-07,2023-05-06,Calgary Downtown,True,13,890.49,68.5,3,True,Late Delivery,4.26,Jarang,605,1063
8901,8902,2024-04-21,YYC-NW,5,0.35,35.46,2024-04-21,2024-10-13,Calgary NW,False,3,83.62,27.87,3,False,No Description,3.77,Jarang,79,175
8902,8903,2022-01-20,YYC-NW,17,0.42,127.17,2022-01-20,2023-07-25,Calgary NW,True,40,1689.74,42.24,12,False,No Description,4.48,Sering,525,551
8903,8904,2022-09-20,YYC-DT,2,0.21,151.63,2022-09-20,2023-06-22,Calgary Downtown,False,4,249.79,62.45,2,False,No Description,4.42,Sangat Jarang,558,275
8904,8905,2019-07-24,YYC-DT,12,0.17,64.89,2019-07-24,2020-10-29,Calgary Downtown,False,59,2524.71,42.79,10,False,No Description,4.7,Sering,1524,463
8905,8906,2022-06-19,YYC-NW,16,0.25,77.51,2022-06-19,2023-07-18,Calgary NW,False,39,2493.33,63.93,10,True,Website Issue,3.39,Sering,532,394
8906,8907,2019-10-09,YYC-DT,13,0.57,272.17,2019-10-09,2024-11-21,Calgary Downtown,True,57,3863.89,67.79,10,False,No Description,4.02,Sering,40,1870
8907,8908,2024-01-15,YYC-NW,19,0.47,105.5,2024-01-15,2024-12-14,Calgary NW,False,13,572.73,44.06,22,False,No Description,3.84,Sangat Sering,17,334
8908,8909,2024-11-02,YYC-DT,4,0.4,104.73,2024-11-02,2024-09-18,Calgary Downtown,False,1,87.41,87.41,3,False,No Description,4.71,Jarang,104,-45
8909,8910,2023-06-13,YYC-NW,6,0.33,226.58,2023-06-13,2023-12-30,Calgary NW,True,7,397.0,56.71,6,False,No Description,5.0,Jarang,367,200
8910,8911,2020-10-09,YYC-SE,18,0.27,42.59,2020-10-09,2023-01-19,Calgary SE,False,82,4300.24,52.44,19,False,No Description,4.05,Sering,712,832
8911,8912,2021-01-20,YYC-NW,17,0.06,197.23,2021-01-20,2021-11-04,Calgary NW,False,56,2335.06,41.7,18,False,No Description,4.1,Sering,1153,288
8912,8913,2019-11-17,YYC-DT,14,0.17,117.67,2019-11-17,2022-08-15,Calgary Downtown,False,69,3166.64,45.89,16,False,No Description,3.8,Sering,869,1002
8913,8914,2021-09-27,YYC-NW,8,0.24,92.1,2021-09-27,2023-05-05,Calgary NW,False,25,2176.78,87.07,6,False,No Description,4.5,Jarang,606,585
8914,8915,2021-07-05,ONLINE,11,0.43,22.52,2021-07-05,2023-07-15,Online,False,36,1587.58,44.1,9,False,No Description,4.26,Sering,535,740
8915,8916,2019-06-21,YYC-NW,19,0.23,220.14,2019-06-21,2024-09-06,Calgary NW,False,115,9465.96,82.31,12,False,No Description,3.8,Sering,116,1904
8916,8917,2019-11-26,YYC-DT,7,0.12,120.9,2019-11-26,2021-12-10,Calgary Downtown,False,38,2046.4,53.85,7,False,No Description,3.87,Sering,1117,745
8917,8918,2024-02-01,YYC-SE,13,0.12,184.94,2024-02-01,2024-09-14,Calgary SE,False,11,579.94,52.72,13,False,No Description,3.81,Sering,108,226
8918,8919,2023-12-24,YYC-DT,10,0.1,94.44,2023-12-24,2024-05-29,Calgary Downtown,False,9,412.19,45.8,11,False,No Description,4.21,Sering,216,157
8919,8920,2021-01-26,YYC-SE,18,0.52,204.18,2021-01-26,2024-11-14,Calgary SE,True,56,2640.06,47.14,17,False,No Description,4.09,Sering,47,1388
8920,8921,2024-11-27,YYC-DT,14,0.09,64.55,2024-11-27,2024-07-08,Calgary Downtown,False,4,245.79,61.45,10,False,No Description,3.67,Sering,176,-142
8921,8922,2019-07-07,YYC-SE,3,0.33,107.12,2019-07-07,2022-02-20,Calgary SE,False,11,463.48,42.13,2,False,No Description,4.17,Sangat Jarang,1045,959
8922,8923,2024-07-25,YYC-SE,4,0.46,108.68,2024-07-25,2024-11-10,Calgary SE,False,1,67.99,67.99,3,True,Website Issue,3.25,Jarang,51,108
8923,8924,2019-05-24,YYC-DT,9,0.05,248.93,2019-05-24,2024-01-29,Calgary Downtown,False,44,3021.04,68.66,6,False,No Description,3.86,Jarang,337,1711
8924,8925,2019-02-08,YYC-SE,4,0.16,77.63,2019-02-08,2023-06-05,Calgary SE,True,25,1513.92,60.56,4,False,No Description,4.57,Jarang,575,1578
8925,8926,2019-05-03,YYC-DT,7,0.2,72.3,2019-05-03,2021-05-16,Calgary Downtown,True,28,818.23,29.22,6,False,No Description,4.5,Jarang,1325,744
8926,8927,2022-09-29,YYC-DT,17,0.22,126.46,2022-09-29,2024-11-23,Calgary Downtown,True,34,1218.11,35.83,11,False,No Description,4.12,Sering,38,786
8927,8928,2020-07-24,ONLINE,14,0.19,282.24,2020-07-24,2024-08-16,Online,False,67,2316.3,34.57,11,False,No Description,4.08,Sering,137,1484
8928,8929,2022-02-19,ONLINE,11,0.13,253.83,2022-02-19,2023-04-15,Online,True,22,1551.44,70.52,9,False,No Description,4.11,Sering,626,420
8929,8930,2024-09-18,YYC-SE,11,0.61,128.69,2024-09-18,2024-06-12,Calgary SE,False,3,137.17,45.72,6,False,No Description,3.29,Jarang,202,-98
8930,8931,2024-04-15,YYC-SE,15,0.37,283.87,2024-04-15,2024-09-23,Calgary SE,False,8,526.03,65.75,11,True,Website Issue,3.35,Sering,99,161
8931,8932,2020-03-19,YYC-DT,14,0.32,180.41,2020-03-19,2023-05-06,Calgary Downtown,True,50,4038.28,80.77,8,False,No Description,4.62,Sering,605,1143
8932,8933,2022-02-03,YYC-NW,8,0.35,52.84,2022-02-03,2022-06-10,Calgary NW,False,18,1322.6,73.48,7,False,No Description,3.75,Sering,935,127
8933,8934,2021-10-16,YYC-DT,19,0.48,249.58,2021-10-16,2022-10-26,Calgary Downtown,True,62,5727.12,92.37,22,False,No Description,4.42,Sangat Sering,797,375
8934,8935,2019-12-22,ONLINE,4,0.31,137.22,2019-12-22,2020-07-07,Online,True,20,889.88,44.49,3,False,No Description,4.41,Jarang,1638,198
8935,8936,2019-05-22,YYC-NW,3,0.19,86.65,2019-05-22,2020-05-04,Calgary NW,True,18,523.06,29.06,2,False,No Description,4.82,Sangat Jarang,1702,348
8936,8937,2024-05-23,ONLINE,19,0.11,216.8,2024-05-23,2024-08-24,Online,False,10,689.82,68.98,17,False,No Description,4.38,Sering,129,93
8937,8938,2021-11-05,YYC-DT,2,0.45,115.3,2021-11-05,2023-01-07,Calgary Downtown,False,4,156.15,39.04,1,True,Website Issue,3.38,Sangat Jarang,724,428
8938,8939,2021-12-26,YYC-DT,8,0.15,98.77,2021-12-26,2022-11-22,Calgary Downtown,True,19,561.23,29.54,9,False,No Description,5.0,Sering,770,331
8939,8940,2023-05-05,YYC-DT,3,0.3,232.13,2023-05-05,2023-11-13,Calgary Downtown,False,4,100.79,25.2,2,False,No Description,4.22,Sangat Jarang,414,192
8940,8941,2023-12-31,YYC-NW,10,0.35,149.26,2023-12-31,2024-11-14,Calgary NW,False,9,335.56,37.28,10,False,No Description,4.67,Sering,47,319
8941,8942,2023-07-08,YYC-DT,18,0.23,124.41,2023-07-08,2024-11-18,Calgary Downtown,False,24,769.91,32.08,20,False,No Description,4.31,Sering,43,499
8942,8943,2023-02-13,YYC-NW,7,0.22,129.19,2023-02-13,2023-08-25,Calgary NW,False,14,1252.32,89.45,8,False,No Description,4.26,Sering,494,193
8943,8944,2020-10-10,YYC-DT,16,0.08,181.57,2020-10-10,2021-10-11,Calgary Downtown,False,62,3482.74,56.17,9,False,No Description,3.79,Sering,1177,366
8944,8945,2021-07-26,YYC-DT,19,0.3,85.24,2021-07-26,2024-03-30,Calgary Downtown,False,57,5009.27,87.88,16,False,No Description,3.71,Sering,276,978
8945,8946,2019-04-01,YYC-DT,11,0.34,66.65,2019-04-01,2021-05-10,Calgary Downtown,False,66,4008.43,60.73,6,True,Late Delivery,3.51,Jarang,1331,770
8946,8947,2020-12-11,YYC-NW,4,0.31,107.99,2020-12-11,2022-10-15,Calgary NW,False,14,687.24,49.09,3,True,Late Delivery,3.45,Jarang,808,673
8947,8948,2023-09-10,YYC-NW,2,0.29,84.07,2023-09-10,2024-05-06,Calgary NW,False,2,91.28,45.64,2,True,Website Issue,3.44,Sangat Jarang,239,239
8948,8949,2021-06-23,ONLINE,11,0.22,304.14,2021-06-23,2022-08-28,Online,False,30,762.36,25.41,11,False,No Description,3.68,Sering,856,431
8949,8950,2023-05-28,YYC-DT,8,0.07,141.83,2023-05-28,2023-12-06,Calgary Downtown,False,11,897.42,81.58,5,False,No Description,4.01,Jarang,391,192
8950,8951,2023-12-09,YYC-DT,19,0.27,52.35,2023-12-09,2024-07-23,Calgary Downtown,False,17,1349.61,79.39,20,False,No Description,4.32,Sering,161,227
8951,8952,2022-05-17,YYC-DT,14,0.12,38.58,2022-05-17,2023-01-29,Calgary Downtown,True,39,2296.41,58.88,10,False,No Description,4.13,Sering,702,257
8952,8953,2022-05-10,YYC-DT,19,0.09,308.43,2022-05-10,2022-09-08,Calgary Downtown,False,42,2203.06,52.45,10,False,No Description,4.46,Sering,845,121
8953,8954,2021-05-06,YYC-DT,19,0.04,17.78,2021-05-06,2022-07-04,Calgary Downtown,False,60,4587.77,76.46,17,False,No Description,3.37,Sering,911,424
8954,8955,2021-04-09,YYC-SE,17,0.25,86.64,2021-04-09,2024-05-23,Calgary SE,False,68,5087.55,74.82,15,False,No Description,3.95,Sering,222,1140
8955,8956,2021-03-29,YYC-DT,13,0.15,119.54,2021-03-29,2021-07-16,Calgary Downtown,False,35,1698.67,48.53,9,False,No Description,3.99,Sering,1264,109
8956,8957,2023-08-30,YYC-SE,13,0.13,193.41,2023-08-30,2024-09-07,Calgary SE,False,12,786.43,65.54,7,True,Billing Error,3.15,Sering,115,374
8957,8958,2024-03-16,YYC-SE,7,0.21,93.08,2024-03-16,2024-08-25,Calgary SE,True,5,362.75,72.55,7,False,No Description,4.57,Sering,128,162
8958,8959,2022-08-06,YYC-SE,4,0.16,311.9,2022-08-06,2023-03-19,Calgary SE,False,10,640.73,64.07,4,False,No Description,3.86,Jarang,653,225
8959,8960,2019-09-23,YYC-SE,9,0.53,121.41,2019-09-23,2020-02-01,Calgary SE,False,48,2705.96,56.37,8,False,No Description,4.08,Sering,1795,131
8960,8961,2019-05-11,YYC-NW,7,0.17,77.44,2019-05-11,2023-04-13,Calgary NW,False,39,3114.86,79.87,4,True,Billing Error,3.45,Jarang,628,1433
8961,8962,2022-02-12,YYC-DT,17,0.11,202.5,2022-02-12,2022-05-27,Calgary Downtown,False,52,2569.85,49.42,16,False,No Description,3.83,Sering,949,104
8962,8963,2024-10-17,YYC-SE,12,0.11,163.96,2024-10-17,2024-02-05,Calgary SE,False,2,163.74,81.87,7,False,No Description,4.31,Sering,330,-255
8963,8964,2021-02-23,YYC-SE,16,0.38,397.12,2021-02-23,2024-01-04,Calgary SE,False,44,2616.09,59.46,18,False,No Description,3.33,Sering,362,1045
8964,8965,2023-03-08,YYC-NW,9,0.28,121.04,2023-03-08,2024-06-10,Calgary NW,False,14,559.63,39.97,6,False,No Description,4.23,Jarang,204,460
8965,8966,2020-08-07,YYC-DT,16,0.19,394.87,2020-08-07,2024-05-07,Calgary Downtown,False,73,3101.52,42.49,17,True,Website Issue,3.45,Sering,238,1369
8966,8967,2024-11-08,YYC-DT,14,0.77,148.24,2024-11-08,2024-09-16,Calgary Downtown,True,3,106.36,35.45,13,False,No Description,4.2,Sering,106,-53
8967,8968,2020-09-26,YYC-NW,17,0.54,44.28,2020-09-26,2022-02-21,Calgary NW,False,63,2228.16,35.37,19,False,No Description,3.99,Sering,1044,513
8968,8969,2021-05-13,YYC-DT,13,0.2,421.37,2021-05-13,2024-02-07,Calgary Downtown,False,35,1988.36,56.81,11,True,Damaged Book,3.55,Sering,328,1000
8969,8970,2023-12-31,YYC-DT,19,0.41,392.48,2023-12-31,2024-06-02,Calgary Downtown,False,14,1260.48,90.03,16,True,Billing Error,2.99,Sering,212,154
8970,8971,2021-08-09,ONLINE,9,0.08,123.82,2021-08-09,2023-12-11,Online,True,29,2721.54,93.85,6,False,No Description,4.25,Jarang,386,854
8971,8972,2021-05-03,YYC-DT,13,0.47,408.44,2021-05-03,2024-08-23,Calgary Downtown,False,36,2501.53,69.49,15,True,Damaged Book,3.94,Sering,130,1208
8972,8973,2023-06-28,YYC-NW,10,0.47,67.42,2023-06-28,2024-09-03,Calgary NW,False,10,925.4,92.54,10,False,No Description,3.81,Sering,119,433
8973,8974,2021-05-03,YYC-DT,12,0.15,54.94,2021-05-03,2024-05-08,Calgary Downtown,False,39,3636.87,93.25,12,False,No Description,4.0,Sering,237,1101
8974,8975,2021-07-12,YYC-DT,16,0.69,147.3,2021-07-12,2024-08-26,Calgary Downtown,False,59,5150.69,87.3,12,False,No Description,4.01,Sering,127,1141
8975,8976,2021-11-29,YYC-DT,10,0.11,144.91,2021-11-29,2024-06-29,Calgary Downtown,False,28,2288.63,81.74,7,False,No Description,3.56,Sering,185,943
8976,8977,2019-07-28,YYC-DT,17,0.06,279.45,2019-07-28,2024-04-29,Calgary Downtown,False,90,3777.96,41.98,12,False,No Description,4.46,Sering,246,1737
8977,8978,2023-09-14,YYC-NW,2,0.24,195.71,2023-09-14,2024-11-13,Calgary NW,False,2,134.19,67.1,2,False,No Description,2.8,Sangat Jarang,48,426
8978,8979,2019-06-10,YYC-DT,9,0.39,88.42,2019-06-10,2024-07-13,Calgary Downtown,False,47,1784.53,37.97,5,False,No Description,3.27,Jarang,171,1860
8979,8980,2024-06-10,ONLINE,13,0.2,55.8,2024-06-10,2024-11-01,Online,False,5,441.31,88.26,9,True,Rude Staff,3.05,Sering,60,144
8980,8981,2024-08-09,YYC-NW,7,0.65,100.74,2024-08-09,2024-12-09,Calgary NW,False,2,128.85,64.42,7,False,No Description,4.07,Sering,22,122
8981,8982,2020-10-21,YYC-DT,18,0.25,115.57,2020-10-21,2021-04-14,Calgary Downtown,False,73,4479.19,61.36,19,False,No Description,4.3,Sering,1357,175
8982,8983,2024-02-18,YYC-SE,4,0.22,147.2,2024-02-18,2024-08-28,Calgary SE,False,3,114.15,38.05,5,True,Rude Staff,2.84,Jarang,125,192
8983,8984,2023-06-11,YYC-SE,6,0.2,77.02,2023-06-11,2023-12-12,Calgary SE,False,10,542.84,54.28,6,True,Damaged Book,3.5,Jarang,385,184
8984,8985,2021-04-14,YYC-NW,3,0.32,163.64,2021-04-14,2022-02-12,Calgary NW,False,11,322.18,29.29,3,False,No Description,4.29,Jarang,1053,304
8985,8986,2022-11-20,YYC-DT,6,0.12,16.75,2022-11-20,2023-06-15,Calgary Downtown,False,9,493.7,54.86,4,False,No Description,3.89,Jarang,565,207
8986,8987,2019-02-23,YYC-SE,7,0.26,100.73,2019-02-23,2020-07-09,Calgary SE,False,38,3587.95,94.42,6,False,No Description,4.0,Jarang,1636,502
8987,8988,2021-09-01,YYC-SE,7,0.42,90.59,2021-09-01,2023-08-09,Calgary SE,True,18,676.72,37.6,8,False,No Description,4.75,Sering,510,707
8988,8989,2021-05-28,YYC-NW,9,0.65,81.82,2021-05-28,2023-01-19,Calgary NW,False,28,2497.34,89.19,8,False,No Description,3.99,Sering,712,601
8989,8990,2023-04-21,YYC-DT,8,0.64,68.02,2023-04-21,2023-09-10,Calgary Downtown,False,12,448.56,37.38,7,False,No Description,4.16,Sering,478,142
8990,8991,2023-04-16,ONLINE,14,0.09,197.21,2023-04-16,2024-02-24,Online,False,23,1063.31,46.23,7,False,No Description,3.88,Sering,311,314
8991,8992,2020-08-23,YYC-NW,4,0.3,266.23,2020-08-23,2024-09-19,Calgary NW,True,15,963.34,64.22,3,False,No Description,4.53,Jarang,103,1488
8992,8993,2019-07-15,YYC-NW,18,0.16,178.75,2019-07-15,2021-07-15,Calgary NW,False,94,3032.32,32.26,10,False,No Description,3.81,Sering,1265,731
8993,8994,2021-06-14,ONLINE,9,0.23,59.57,2021-06-14,2024-08-09,Online,False,32,2451.73,76.62,8,True,Billing Error,3.3,Sering,144,1152
8994,8995,2024-11-18,YYC-DT,2,0.18,132.23,2024-11-18,2024-01-07,Calgary Downtown,False,0,0.0,0.0,1,False,No Description,4.05,Sangat Jarang,359,-316
8995,8996,2021-03-03,YYC-NW,11,0.65,43.92,2021-03-03,2023-06-11,Calgary NW,False,37,1682.62,45.48,11,True,Billing Error,3.03,Sering,569,830
8996,8997,2019-09-07,YYC-DT,6,0.26,259.71,2019-09-07,2020-12-06,Calgary Downtown,False,24,2018.17,84.09,4,True,Website Issue,3.38,Jarang,1486,456
8997,8998,2023-09-16,ONLINE,16,0.4,54.8,2023-09-16,2024-08-25,Online,False,21,1367.17,65.1,10,False,No Description,4.07,Sering,128,344
8998,8999,2024-02-13,ONLINE,5,0.22,89.59,2024-02-13,2024-11-10,Online,True,3,195.7,65.23,3,False,No Description,4.8,Jarang,51,271
8999,9000,2024-02-10,ONLINE,3,0.09,46.63,2024-02-10,2024-08-14,Online,False,2,115.51,57.76,2,False,No Description,4.08,Sangat Jarang,139,186
9000,9001,2019-09-04,YYC-NW,18,0.37,254.88,2019-09-04,2023-06-07,Calgary NW,False,93,8343.13,89.71,21,True,Late Delivery,3.5,Sangat Sering,573,1372
9001,9002,2022-06-11,YYC-DT,10,0.41,126.79,2022-06-11,2024-03-28,Calgary Downtown,False,20,906.49,45.32,6,False,No Description,3.85,Jarang,278,656
9002,9003,2021-08-25,YYC-DT,18,0.22,138.26,2021-08-25,2024-06-12,Calgary Downtown,False,50,1800.74,36.01,15,False,No Description,3.68,Sering,202,1022
9003,9004,2021-05-08,YYC-NW,17,0.16,117.91,2021-05-08,2023-09-20,Calgary NW,False,48,3165.96,65.96,10,False,No Description,4.34,Sering,468,865
9004,9005,2021-11-27,YYC-DT,9,0.24,264.41,2021-11-27,2023-12-27,Calgary Downtown,False,30,914.99,30.5,8,False,No Description,3.92,Sering,370,760
9005,9006,2021-08-13,YYC-DT,8,0.07,79.49,2021-08-13,2023-08-25,Calgary Downtown,False,27,1443.76,53.47,7,False,No Description,4.29,Sering,494,742
9006,9007,2023-06-30,YYC-SE,8,0.16,49.78,2023-06-30,2024-11-22,Calgary SE,True,9,830.44,92.27,8,False,No Description,4.62,Sering,39,511
9007,9008,2019-05-10,YYC-DT,11,0.38,142.23,2019-05-10,2024-09-29,Calgary Downtown,False,60,4477.63,74.63,8,False,No Description,4.25,Sering,93,1969
9008,9009,2022-09-16,ONLINE,9,0.05,84.9,2022-09-16,2023-08-22,Online,False,20,1750.85,87.54,5,False,No Description,4.01,Jarang,497,340
9009,9010,2024-07-26,YYC-NW,19,0.27,142.33,2024-07-26,2024-12-27,Calgary NW,False,7,292.35,41.76,15,False,No Description,3.67,Sering,4,154
9010,9011,2022-12-08,ONLINE,2,0.19,182.41,2022-12-08,2023-04-18,Online,True,3,157.74,52.58,2,False,No Description,3.85,Sangat Jarang,623,131
9011,9012,2020-10-11,YYC-NW,8,0.29,28.17,2020-10-11,2022-06-07,Calgary NW,True,28,2109.68,75.35,8,True,Damaged Book,4.1,Sering,938,604
9012,9013,2021-02-04,YYC-SE,14,0.41,168.31,2021-02-04,2022-08-01,Calgary SE,False,42,1344.88,32.02,9,False,No Description,4.02,Sering,883,543
9013,9014,2022-02-01,YYC-NW,4,0.13,92.43,2022-02-01,2022-09-11,Calgary NW,False,11,345.0,31.36,4,False,No Description,3.69,Jarang,842,222
9014,9015,2024-07-26,YYC-DT,18,0.21,94.59,2024-07-26,2024-12-23,Calgary Downtown,False,5,174.33,34.87,11,True,Website Issue,3.65,Sering,8,150
9015,9016,2020-02-27,YYC-DT,9,0.45,49.98,2020-02-27,2024-01-27,Calgary Downtown,False,37,2786.74,75.32,6,False,No Description,4.61,Jarang,339,1430
9016,9017,2024-04-05,YYC-DT,14,0.53,99.1,2024-04-05,2024-09-26,Calgary Downtown,False,8,324.89,40.61,11,True,Website Issue,3.35,Sering,96,174
