date,store_id,channel,transactions,revenue,gst_collected,net_revenue,year,month
2023-09-28,YYC-DT,ONLINE,20,509,25.46,483,2023,9
2023-09-28,YYC-NW,IN_STORE,55,1539,76.97,1462,2023,9
2023-09-28,YYC-NW,ONLINE,8,289,14.49,275,2023,9
2023-09-28,YYC-SE,IN_STORE,41,1368,68.42,1299,2023,9
2023-09-28,YYC-SE,ONLINE,7,325,16.28,309,2023,9
2023-09-29,YYC-DT,IN_STORE,67,2330,116.53,2213,2023,9
2023-09-29,YYC-DT,ONLINE,15,525,26.29,499,2023,9
2023-09-29,YYC-NW,IN_STORE,41,1733,86.67,1646,2023,9
2023-09-29,YYC-NW,ONLINE,10,395,19.75,375,2023,9
2023-09-29,YYC-SE,IN_STORE,38,1450,72.52,1377,2023,9
2023-09-29,YYC-SE,ONLINE,7,238,11.92,226,2023,9
2023-09-30,YYC-DT,IN_STORE,67,2537,126.86,2410,2023,9
2023-09-30,YYC-DT,ONLINE,17,576,28.81,547,2023,9
2023-09-30,YYC-NW,IN_STORE,48,1836,91.81,1744,2023,9
2023-09-30,YYC-NW,ONLINE,11,392,19.6,372,2023,9
2023-09-30,YYC-SE,IN_STORE,42,1548,77.43,1471,2023,9
2023-09-30,YYC-SE,ONLINE,9,337,16.87,320,2023,9
2023-10-01,YYC-DT,IN_STORE,89,2974,148.74,2825,2023,10
2023-10-01,YYC-DT,ONLINE,18,603,30.17,573,2023,10
2023-10-01,YYC-NW,IN_STORE,54,1993,99.68,1893,2023,10
2023-10-01,YYC-NW,ONLINE,14,400,20.02,380,2023,10
2023-10-01,YYC-SE,IN_STORE,41,1628,81.44,1547,2023,10
2023-10-01,YYC-SE,ONLINE,11,382,19.13,363,2023,10
2023-10-02,YYC-DT,IN_STORE,86,2188,109.44,2079,2023,10
2023-10-02,YYC-DT,ONLINE,14,531,26.57,504,2023,10
2023-10-02,YYC-NW,IN_STORE,54,1619,80.97,1538,2023,10
2023-10-02,YYC-NW,ONLINE,10,288,14.44,274,2023,10
2023-10-02,YYC-SE,IN_STORE,32,1215,60.76,1154,2023,10
2023-10-02,YYC-SE,ONLINE,11,275,13.79,262,2023,10
2023-10-03,YYC-DT,IN_STORE,64,2324,116.21,2207,2023,10
2023-10-03,YYC-DT,ONLINE,17,473,23.68,449,2023,10
2023-10-03,YYC-NW,IN_STORE,54,1649,82.49,1567,2023,10
2023-10-03,YYC-NW,ONLINE,13,361,18.06,343,2023,10
2023-10-03,YYC-SE,IN_STORE,41,1392,69.62,1322,2023,10
2023-10-03,YYC-SE,ONLINE,12,275,13.79,261,2023,10
2023-10-04,YYC-DT,IN_STORE,78,2286,114.3,2171,2023,10
2023-10-04,YYC-DT,ONLINE,17,513,25.68,487,2023,10
2023-10-04,YYC-NW,IN_STORE,64,1725,86.29,1639,2023,10
2023-10-04,YYC-NW,ONLINE,14,351,17.55,333,2023,10
2023-10-04,YYC-SE,IN_STORE,40,1439,71.95,1367,2023,10
2023-10-04,YYC-SE,ONLINE,9,298,14.9,283,2023,10
2023-10-05,YYC-DT,IN_STORE,77,2624,131.22,2493,2023,10
2023-10-05,YYC-DT,ONLINE,20,536,26.82,509,2023,10
2023-10-05,YYC-NW,IN_STORE,44,1835,91.77,1743,2023,10
2023-10-05,YYC-NW,ONLINE,10,476,23.84,452,2023,10
2023-10-05,YYC-SE,IN_STORE,40,1578,78.91,1499,2023,10
2023-10-05,YYC-SE,ONLINE,10,313,15.68,297,2023,10
2023-10-06,YYC-DT,IN_STORE,73,2535,126.79,2409,2023,10
2023-10-06,YYC-DT,ONLINE,18,626,31.32,595,2023,10
2023-10-06,YYC-NW,IN_STORE,61,1904,95.24,1809,2023,10
2023-10-06,YYC-NW,ONLINE,14,386,19.33,367,2023,10
2023-10-06,YYC-SE,IN_STORE,43,1549,77.5,1472,2023,10
2023-10-06,YYC-SE,ONLINE,11,375,18.76,356,2023,10
2023-10-07,YYC-DT,IN_STORE,78,2706,135.34,2571,2023,10
2023-10-07,YYC-DT,ONLINE,17,527,26.39,501,2023,10
2023-10-07,YYC-NW,IN_STORE,62,1927,96.4,1831,2023,10
2023-10-07,YYC-NW,ONLINE,11,393,19.7,374,2023,10
2023-10-07,YYC-SE,IN_STORE,44,1766,88.32,1678,2023,10
2023-10-07,YYC-SE,ONLINE,9,307,15.39,292,2023,10
2023-10-08,YYC-DT,IN_STORE,80,2569,128.47,2440,2023,10
2023-10-08,YYC-DT,ONLINE,19,608,30.42,578,2023,10
2023-10-08,YYC-NW,IN_STORE,52,1724,86.22,1638,2023,10
2023-10-08,YYC-NW,ONLINE,15,434,21.74,413,2023,10
2023-10-08,YYC-SE,IN_STORE,41,1613,80.65,1532,2023,10
2023-10-08,YYC-SE,ONLINE,9,364,18.23,346,2023,10
2023-10-09,YYC-DT,IN_STORE,80,2512,125.61,2386,2023,10
2023-10-09,YYC-DT,ONLINE,15,476,23.8,452,2023,10
2023-10-09,YYC-NW,IN_STORE,51,1752,87.64,1665,2023,10
2023-10-09,YYC-NW,ONLINE,11,357,17.89,340,2023,10
2023-10-09,YYC-SE,IN_STORE,43,1494,74.72,1419,2023,10
2023-10-09,YYC-SE,ONLINE,9,266,13.33,253,2023,10
2023-10-10,YYC-DT,IN_STORE,73,2582,129.11,2453,2023,10
2023-10-10,YYC-DT,ONLINE,20,557,27.89,529,2023,10
2023-10-10,YYC-NW,IN_STORE,59,1739,86.99,1652,2023,10
2023-10-10,YYC-NW,ONLINE,11,409,20.48,389,2023,10
2023-10-10,YYC-SE,IN_STORE,60,1570,78.54,1492,2023,10
2023-10-10,YYC-SE,ONLINE,9,312,15.63,296,2023,10
2023-10-11,YYC-DT,IN_STORE,94,2209,110.48,2099,2023,10
2023-10-11,YYC-DT,ONLINE,18,513,25.66,487,2023,10
2023-10-11,YYC-NW,IN_STORE,54,1728,86.42,1642,2023,10
2023-10-11,YYC-NW,ONLINE,10,412,20.61,391,2023,10
2023-10-11,YYC-SE,IN_STORE,55,1360,68.01,1292,2023,10
2023-10-11,YYC-SE,ONLINE,8,323,16.17,307,2023,10
2023-10-12,YYC-DT,IN_STORE,79,2413,120.66,2292,2023,10
2023-10-12,YYC-DT,ONLINE,15,540,27.0,513,2023,10
2023-10-12,YYC-NW,IN_STORE,42,1663,83.16,1580,2023,10
2023-10-12,YYC-NW,ONLINE,9,353,17.69,336,2023,10
2023-10-12,YYC-SE,IN_STORE,40,1564,78.21,1486,2023,10
2023-10-12,YYC-SE,ONLINE,12,305,15.28,290,2023,10
2023-10-13,YYC-DT,IN_STORE,87,2519,125.96,2393,2023,10
2023-10-13,YYC-DT,ONLINE,14,530,26.55,504,2023,10
2023-10-13,YYC-NW,IN_STORE,45,1754,87.71,1666,2023,10
2023-10-13,YYC-NW,ONLINE,10,374,18.71,355,2023,10
2023-10-13,YYC-SE,IN_STORE,40,1684,84.22,1600,2023,10
2023-10-13,YYC-SE,ONLINE,8,273,13.69,260,2023,10
2023-10-14,YYC-DT,IN_STORE,75,2537,126.88,2410,2023,10
2023-10-14,YYC-DT,ONLINE,22,524,26.22,498,2023,10
2023-10-14,YYC-NW,IN_STORE,72,1930,96.54,1834,2023,10
2023-10-14,YYC-NW,ONLINE,11,342,17.15,325,2023,10
2023-10-14,YYC-SE,IN_STORE,42,1621,81.09,1540,2023,10
2023-10-14,YYC-SE,ONLINE,13,377,18.88,358,2023,10
2023-10-15,YYC-DT,IN_STORE,101,2572,128.65,2444,2023,10
2023-10-15,YYC-DT,ONLINE,18,554,27.73,526,2023,10
2023-10-15,YYC-NW,IN_STORE,67,1796,89.84,1706,2023,10
2023-10-15,YYC-NW,ONLINE,11,420,21.03,399,2023,10
2023-10-15,YYC-SE,IN_STORE,44,1588,79.41,1508,2023,10
2023-10-15,YYC-SE,ONLINE,14,323,16.16,307,2023,10
2023-10-16,YYC-DT,IN_STORE,70,2640,132.03,2508,2023,10
2023-10-16,YYC-DT,ONLINE,16,510,25.51,484,2023,10
2023-10-16,YYC-NW,IN_STORE,45,1783,89.19,1694,2023,10
2023-10-16,YYC-NW,ONLINE,14,421,21.07,400,2023,10
2023-10-16,YYC-SE,IN_STORE,59,1611,80.59,1531,2023,10
2023-10-16,YYC-SE,ONLINE,11,370,18.53,352,2023,10
2023-10-17,YYC-DT,IN_STORE,67,2117,105.89,2011,2023,10
2023-10-17,YYC-DT,ONLINE,11,428,21.41,406,2023,10
2023-10-17,YYC-NW,IN_STORE,45,1399,69.99,1329,2023,10
2023-10-17,YYC-NW,ONLINE,10,290,14.54,276,2023,10
2023-10-17,YYC-SE,IN_STORE,45,1307,65.4,1242,2023,10
2023-10-17,YYC-SE,ONLINE,6,295,14.75,280,2023,10
2023-10-18,YYC-DT,IN_STORE,101,2564,128.23,2436,2023,10
2023-10-18,YYC-DT,ONLINE,16,483,24.18,459,2023,10
2023-10-18,YYC-NW,IN_STORE,56,1810,90.54,1720,2023,10
2023-10-18,YYC-NW,ONLINE,13,334,16.7,317,2023,10
2023-10-18,YYC-SE,IN_STORE,39,1492,74.62,1417,2023,10
2023-10-18,YYC-SE,ONLINE,8,344,17.23,327,2023,10
2023-10-19,YYC-DT,IN_STORE,82,2433,121.68,2311,2023,10
2023-10-19,YYC-DT,ONLINE,13,463,23.17,440,2023,10
2023-10-19,YYC-NW,IN_STORE,46,1661,83.1,1578,2023,10
2023-10-19,YYC-NW,ONLINE,10,372,18.62,353,2023,10
2023-10-19,YYC-SE,IN_STORE,56,1437,71.89,1365,2023,10
2023-10-19,YYC-SE,ONLINE,9,338,16.95,322,2023,10
2023-10-20,YYC-DT,IN_STORE,82,2176,108.83,2067,2023,10
2023-10-20,YYC-DT,ONLINE,16,477,23.86,453,2023,10
2023-10-20,YYC-NW,IN_STORE,41,1617,80.86,1536,2023,10
2023-10-20,YYC-NW,ONLINE,9,343,17.18,326,2023,10
2023-10-20,YYC-SE,IN_STORE,41,1305,65.3,1240,2023,10
2023-10-20,YYC-SE,ONLINE,10,298,14.94,283,2023,10
2023-10-21,YYC-DT,IN_STORE,70,2926,146.35,2780,2023,10
2023-10-21,YYC-DT,ONLINE,16,578,28.92,549,2023,10
2023-10-21,YYC-NW,IN_STORE,61,2031,101.58,1930,2023,10
2023-10-21,YYC-NW,ONLINE,15,463,23.19,440,2023,10
2023-10-21,YYC-SE,IN_STORE,40,1653,82.69,1571,2023,10
2023-10-21,YYC-SE,ONLINE,14,341,17.08,324,2023,10
2023-10-22,YYC-DT,IN_STORE,70,2831,141.56,2689,2023,10
2023-10-22,YYC-DT,ONLINE,16,645,32.27,613,2023,10
2023-10-22,YYC-NW,IN_STORE,63,2026,101.32,1925,2023,10
2023-10-22,YYC-NW,ONLINE,12,419,20.97,398,2023,10
2023-10-22,YYC-SE,IN_STORE,43,1932,96.62,1835,2023,10
2023-10-22,YYC-SE,ONLINE,9,366,18.33,348,2023,10
2023-10-23,YYC-DT,IN_STORE,93,2355,117.77,2237,2023,10
2023-10-23,YYC-DT,ONLINE,13,508,25.44,483,2023,10
2023-10-23,YYC-NW,IN_STORE,49,1714,85.72,1628,2023,10
2023-10-23,YYC-NW,ONLINE,13,356,17.8,338,2023,10
2023-10-23,YYC-SE,IN_STORE,40,1397,69.88,1327,2023,10
2023-10-23,YYC-SE,ONLINE,10,324,16.2,307,2023,10
2023-10-24,YYC-DT,IN_STORE,96,2521,126.1,2395,2023,10
2023-10-24,YYC-DT,ONLINE,20,474,23.73,450,2023,10
2023-10-24,YYC-NW,IN_STORE,68,1728,86.41,1641,2023,10
2023-10-24,YYC-NW,ONLINE,14,371,18.57,352,2023,10
2023-10-24,YYC-SE,IN_STORE,37,1629,81.48,1548,2023,10
2023-10-24,YYC-SE,ONLINE,8,305,15.27,290,2023,10
2023-10-25,YYC-DT,IN_STORE,110,2566,128.32,2437,2023,10
2023-10-25,YYC-DT,ONLINE,20,596,29.82,566,2023,10
2023-10-25,YYC-NW,IN_STORE,62,1932,96.6,1835,2023,10
2023-10-25,YYC-NW,ONLINE,11,357,17.88,339,2023,10
2023-10-25,YYC-SE,IN_STORE,48,1620,81.04,1539,2023,10
2023-10-25,YYC-SE,ONLINE,12,336,16.84,319,2023,10
2023-10-26,YYC-DT,IN_STORE,103,2625,131.27,2494,2023,10
2023-10-26,YYC-DT,ONLINE,18,546,27.3,518,2023,10
2023-10-26,YYC-NW,IN_STORE,59,1858,92.95,1766,2023,10
2023-10-26,YYC-NW,ONLINE,13,360,18.01,342,2023,10
2023-10-26,YYC-SE,IN_STORE,57,1588,79.4,1508,2023,10
2023-10-26,YYC-SE,ONLINE,11,333,16.66,316,2023,10
2023-10-27,YYC-DT,IN_STORE,73,2628,131.41,2496,2023,10
2023-10-27,YYC-DT,ONLINE,17,598,29.95,569,2023,10
2023-10-27,YYC-NW,IN_STORE,52,1854,92.71,1761,2023,10
2023-10-27,YYC-NW,ONLINE,16,398,19.93,378,2023,10
2023-10-27,YYC-SE,IN_STORE,39,1554,77.73,1476,2023,10
2023-10-27,YYC-SE,ONLINE,11,361,18.06,343,2023,10
2023-10-28,YYC-DT,IN_STORE,80,2693,134.65,2558,2023,10
2023-10-28,YYC-DT,ONLINE,17,603,30.16,573,2023,10
2023-10-28,YYC-NW,IN_STORE,61,2082,104.12,1978,2023,10
2023-10-28,YYC-NW,ONLINE,16,395,19.78,375,2023,10
2023-10-28,YYC-SE,IN_STORE,52,1718,85.95,1633,2023,10
2023-10-28,YYC-SE,ONLINE,9,309,15.46,293,2023,10
2023-10-29,YYC-DT,IN_STORE,95,2632,131.62,2500,2023,10
2023-10-29,YYC-DT,ONLINE,23,581,29.08,552,2023,10
2023-10-29,YYC-NW,IN_STORE,61,1927,96.36,1830,2023,10
2023-10-29,YYC-NW,ONLINE,13,392,19.63,372,2023,10
2023-10-29,YYC-SE,IN_STORE,41,1652,82.61,1569,2023,10
2023-10-29,YYC-SE,ONLINE,9,343,17.16,325,2023,10
2023-10-30,YYC-DT,IN_STORE,93,2241,112.05,2129,2023,10
2023-10-30,YYC-DT,ONLINE,19,479,23.97,455,2023,10
2023-10-30,YYC-NW,IN_STORE,57,1543,77.19,1466,2023,10
2023-10-30,YYC-NW,ONLINE,8,335,16.78,318,2023,10
2023-10-30,YYC-SE,IN_STORE,36,1396,69.81,1326,2023,10
2023-10-30,YYC-SE,ONLINE,11,280,14.0,266,2023,10
2023-10-31,YYC-DT,IN_STORE,94,2461,123.07,2338,2023,10
2023-10-31,YYC-DT,ONLINE,20,518,25.94,492,2023,10
2023-10-31,YYC-NW,IN_STORE,59,1684,84.23,1600,2023,10
2023-10-31,YYC-NW,ONLINE,10,340,17.04,323,2023,10
2023-10-31,YYC-SE,IN_STORE,42,1524,76.22,1448,2023,10
2023-10-31,YYC-SE,ONLINE,10,304,15.23,289,2023,10
2023-11-01,YYC-DT,IN_STORE,65,2760,138.03,2622,2023,11
2023-11-01,YYC-DT,ONLINE,22,624,31.21,593,2023,11
2023-11-01,YYC-NW,IN_STORE,64,2038,101.93,1936,2023,11
2023-11-01,YYC-NW,ONLINE,17,388,19.43,369,2023,11
2023-11-01,YYC-SE,IN_STORE,59,1525,76.29,1449,2023,11
2023-11-01,YYC-SE,ONLINE,10,280,14.0,266,2023,11
2023-11-02,YYC-DT,IN_STORE,129,3135,156.76,2978,2023,11
2023-11-02,YYC-DT,ONLINE,23,643,32.17,611,2023,11
2023-11-02,YYC-NW,IN_STORE,84,2274,113.74,2161,2023,11
2023-11-02,YYC-NW,ONLINE,17,429,21.5,408,2023,11
2023-11-02,YYC-SE,IN_STORE,55,1908,95.42,1813,2023,11
2023-11-02,YYC-SE,ONLINE,14,392,19.64,373,2023,11
2023-11-03,YYC-DT,IN_STORE,101,2761,138.06,2623,2023,11
2023-11-03,YYC-DT,ONLINE,21,560,28.04,532,2023,11
2023-11-03,YYC-NW,IN_STORE,49,2070,103.5,1966,2023,11
2023-11-03,YYC-NW,ONLINE,17,385,19.27,366,2023,11
2023-11-03,YYC-SE,IN_STORE,41,1693,84.65,1608,2023,11
2023-11-03,YYC-SE,ONLINE,8,295,14.75,280,2023,11
2023-11-04,YYC-DT,IN_STORE,81,3037,151.85,2885,2023,11
2023-11-04,YYC-DT,ONLINE,19,706,35.31,670,2023,11
2023-11-04,YYC-NW,IN_STORE,59,2124,106.21,2017,2023,11
2023-11-04,YYC-NW,ONLINE,13,399,19.95,379,2023,11
2023-11-04,YYC-SE,IN_STORE,58,1794,89.73,1704,2023,11
2023-11-04,YYC-SE,ONLINE,12,418,20.91,397,2023,11
2023-11-05,YYC-DT,IN_STORE,107,3234,161.74,3073,2023,11
2023-11-05,YYC-DT,ONLINE,24,692,34.63,657,2023,11
2023-11-05,YYC-NW,IN_STORE,68,2199,109.98,2089,2023,11
2023-11-05,YYC-NW,ONLINE,19,456,22.83,433,2023,11
2023-11-05,YYC-SE,IN_STORE,46,1877,93.89,1783,2023,11
2023-11-05,YYC-SE,ONLINE,11,421,21.07,400,2023,11
2023-11-06,YYC-DT,IN_STORE,80,2836,141.82,2694,2023,11
2023-11-06,YYC-DT,ONLINE,18,611,30.58,580,2023,11
2023-11-06,YYC-NW,IN_STORE,48,1920,96.0,1824,2023,11
2023-11-06,YYC-NW,ONLINE,18,412,20.63,391,2023,11
2023-11-06,YYC-SE,IN_STORE,41,1719,85.96,1633,2023,11
2023-11-06,YYC-SE,ONLINE,13,360,18.01,342,2023,11
2023-11-07,YYC-DT,IN_STORE,74,3037,151.88,2885,2023,11
2023-11-07,YYC-DT,ONLINE,20,668,33.44,635,2023,11
2023-11-07,YYC-NW,IN_STORE,85,2264,113.24,2151,2023,11
2023-11-07,YYC-NW,ONLINE,12,433,21.66,411,2023,11
2023-11-07,YYC-SE,IN_STORE,60,1851,92.58,1759,2023,11
2023-11-07,YYC-SE,ONLINE,10,345,17.26,327,2023,11
2023-11-08,YYC-DT,IN_STORE,70,2604,130.24,2474,2023,11
2023-11-08,YYC-DT,ONLINE,19,623,31.19,592,2023,11
2023-11-08,YYC-NW,IN_STORE,52,1834,91.71,1742,2023,11
2023-11-08,YYC-NW,ONLINE,13,404,20.24,384,2023,11
2023-11-08,YYC-SE,IN_STORE,45,1625,81.3,1544,2023,11
2023-11-08,YYC-SE,ONLINE,9,342,17.1,324,2023,11
2023-11-09,YYC-DT,IN_STORE,96,2813,140.66,2672,2023,11
2023-11-09,YYC-DT,ONLINE,15,546,27.35,519,2023,11
2023-11-09,YYC-NW,IN_STORE,60,1979,98.97,1880,2023,11
2023-11-09,YYC-NW,ONLINE,13,418,20.94,397,2023,11
2023-11-09,YYC-SE,IN_STORE,68,1723,86.16,1636,2023,11
2023-11-09,YYC-SE,ONLINE,14,345,17.28,328,2023,11
2023-11-10,YYC-DT,IN_STORE,104,2700,135.01,2565,2023,11
2023-11-10,YYC-DT,ONLINE,15,562,28.13,534,2023,11
2023-11-10,YYC-NW,IN_STORE,75,1873,93.65,1779,2023,11
2023-11-10,YYC-NW,ONLINE,12,430,21.5,408,2023,11
2023-11-10,YYC-SE,IN_STORE,49,1638,81.95,1557,2023,11
2023-11-10,YYC-SE,ONLINE,12,331,16.56,314,2023,11
2023-11-11,YYC-DT,IN_STORE,98,2888,144.44,2744,2023,11
2023-11-11,YYC-DT,ONLINE,17,611,30.56,580,2023,11
2023-11-11,YYC-NW,IN_STORE,67,1969,98.47,1870,2023,11
2023-11-11,YYC-NW,ONLINE,12,375,18.79,357,2023,11
2023-11-11,YYC-SE,IN_STORE,56,1699,84.97,1614,2023,11
2023-11-11,YYC-SE,ONLINE,9,349,17.47,331,2023,11
2023-11-12,YYC-DT,IN_STORE,100,3024,151.23,2873,2023,11
2023-11-12,YYC-DT,ONLINE,17,663,33.17,630,2023,11
2023-11-12,YYC-NW,IN_STORE,63,2127,106.36,2020,2023,11
2023-11-12,YYC-NW,ONLINE,13,443,22.16,421,2023,11
2023-11-12,YYC-SE,IN_STORE,46,1711,85.55,1625,2023,11
2023-11-12,YYC-SE,ONLINE,9,405,20.29,385,2023,11
2023-11-13,YYC-DT,IN_STORE,101,2783,139.16,2644,2023,11
2023-11-13,YYC-DT,ONLINE,15,593,29.69,564,2023,11
2023-11-13,YYC-NW,IN_STORE,76,1949,97.49,1852,2023,11
2023-11-13,YYC-NW,ONLINE,12,436,21.82,414,2023,11
2023-11-13,YYC-SE,IN_STORE,49,1669,83.47,1585,2023,11
2023-11-13,YYC-SE,ONLINE,9,403,20.17,383,2023,11
2023-11-14,YYC-DT,IN_STORE,75,2726,136.31,2589,2023,11
2023-11-14,YYC-DT,ONLINE,14,682,34.13,648,2023,11
2023-11-14,YYC-NW,IN_STORE,55,1926,96.34,1830,2023,11
2023-11-14,YYC-NW,ONLINE,15,457,22.88,434,2023,11
2023-11-14,YYC-SE,IN_STORE,46,1638,81.94,1556,2023,11
2023-11-14,YYC-SE,ONLINE,8,290,14.55,276,2023,11
2023-11-15,YYC-DT,IN_STORE,75,2590,129.52,2460,2023,11
2023-11-15,YYC-DT,ONLINE,22,562,28.12,534,2023,11
2023-11-15,YYC-NW,IN_STORE,57,1862,93.1,1768,2023,11
2023-11-15,YYC-NW,ONLINE,13,388,19.43,369,2023,11
2023-11-15,YYC-SE,IN_STORE,40,1723,86.16,1637,2023,11
2023-11-15,YYC-SE,ONLINE,14,335,16.77,318,2023,11
2023-11-16,YYC-DT,IN_STORE,64,2593,129.65,2463,2023,11
2023-11-16,YYC-DT,ONLINE,18,549,27.46,521,2023,11
2023-11-16,YYC-NW,IN_STORE,68,1866,93.32,1773,2023,11
2023-11-16,YYC-NW,ONLINE,11,386,19.32,367,2023,11
2023-11-16,YYC-SE,IN_STORE,51,1466,73.34,1393,2023,11
2023-11-16,YYC-SE,ONLINE,9,327,16.37,310,2023,11
2023-11-17,YYC-DT,IN_STORE,71,2819,140.97,2678,2023,11
2023-11-17,YYC-DT,ONLINE,16,603,30.18,573,2023,11
2023-11-17,YYC-NW,IN_STORE,59,1988,99.42,1888,2023,11
2023-11-17,YYC-NW,ONLINE,10,428,21.44,407,2023,11
2023-11-17,YYC-SE,IN_STORE,57,1624,81.21,1542,2023,11
2023-11-17,YYC-SE,ONLINE,11,326,16.34,310,2023,11
2023-11-18,YYC-DT,IN_STORE,99,2861,143.07,2718,2023,11
2023-11-18,YYC-DT,ONLINE,17,619,31.0,588,2023,11
2023-11-18,YYC-NW,IN_STORE,66,1928,96.44,1832,2023,11
2023-11-18,YYC-NW,ONLINE,11,448,22.43,426,2023,11
2023-11-18,YYC-SE,IN_STORE,67,1711,85.56,1625,2023,11
2023-11-18,YYC-SE,ONLINE,14,363,18.19,345,2023,11
2023-11-19,YYC-DT,IN_STORE,91,3188,159.41,3028,2023,11
2023-11-19,YYC-DT,ONLINE,21,702,35.13,667,2023,11
2023-11-19,YYC-NW,IN_STORE,70,2192,109.63,2082,2023,11
2023-11-19,YYC-NW,ONLINE,13,491,24.59,467,2023,11
2023-11-19,YYC-SE,IN_STORE,46,1879,93.98,1785,2023,11
2023-11-19,YYC-SE,ONLINE,13,411,20.59,391,2023,11
2023-11-20,YYC-DT,IN_STORE,99,2838,141.92,2696,2023,11
2023-11-20,YYC-DT,ONLINE,18,588,29.42,559,2023,11
2023-11-20,YYC-NW,IN_STORE,82,2051,102.58,1949,2023,11
2023-11-20,YYC-NW,ONLINE,16,453,22.66,430,2023,11
2023-11-20,YYC-SE,IN_STORE,53,1594,79.74,1515,2023,11
2023-11-20,YYC-SE,ONLINE,14,367,18.37,349,2023,11
2023-11-21,YYC-DT,IN_STORE,78,2526,126.34,2400,2023,11
2023-11-21,YYC-DT,ONLINE,16,491,24.6,467,2023,11
2023-11-21,YYC-NW,IN_STORE,47,1876,93.85,1783,2023,11
2023-11-21,YYC-NW,ONLINE,14,416,20.83,395,2023,11
2023-11-21,YYC-SE,IN_STORE,39,1648,82.43,1566,2023,11
2023-11-21,YYC-SE,ONLINE,9,371,18.59,353,2023,11
2023-11-22,YYC-DT,IN_STORE,71,2752,137.64,2615,2023,11
2023-11-22,YYC-DT,ONLINE,14,562,28.14,534,2023,11
2023-11-22,YYC-NW,IN_STORE,49,1972,98.62,1873,2023,11
2023-11-22,YYC-NW,ONLINE,13,394,19.71,374,2023,11
2023-11-22,YYC-SE,IN_STORE,44,1783,89.15,1693,2023,11
2023-11-22,YYC-SE,ONLINE,11,363,18.16,344,2023,11
2023-11-23,YYC-DT,IN_STORE,67,2751,137.57,2613,2023,11
2023-11-23,YYC-DT,ONLINE,14,537,26.89,510,2023,11
2023-11-23,YYC-NW,IN_STORE,56,1779,89.0,1690,2023,11
2023-11-23,YYC-NW,ONLINE,10,362,18.11,344,2023,11
2023-11-23,YYC-SE,IN_STORE,64,1650,82.52,1567,2023,11
2023-11-23,YYC-SE,ONLINE,12,357,17.88,339,2023,11
2023-11-24,YYC-DT,IN_STORE,108,2901,145.09,2756,2023,11
2023-11-24,YYC-DT,ONLINE,21,648,32.44,616,2023,11
2023-11-24,YYC-NW,IN_STORE,65,1962,98.13,1864,2023,11
2023-11-24,YYC-NW,ONLINE,11,405,20.28,385,2023,11
2023-11-24,YYC-SE,IN_STORE,53,1672,83.64,1589,2023,11
2023-11-24,YYC-SE,ONLINE,10,376,18.8,357,2023,11
2023-11-25,YYC-DT,IN_STORE,106,3263,163.16,3100,2023,11
2023-11-25,YYC-DT,ONLINE,24,758,37.91,720,2023,11
2023-11-25,YYC-NW,IN_STORE,74,2263,113.17,2150,2023,11
2023-11-25,YYC-NW,ONLINE,19,490,24.51,465,2023,11
2023-11-25,YYC-SE,IN_STORE,65,1935,96.77,1838,2023,11
2023-11-25,YYC-SE,ONLINE,14,452,22.62,429,2023,11
2023-11-26,YYC-DT,IN_STORE,86,2661,133.1,2528,2023,11
2023-11-26,YYC-DT,ONLINE,23,579,28.97,550,2023,11
2023-11-26,YYC-NW,IN_STORE,52,1933,96.65,1836,2023,11
2023-11-26,YYC-NW,ONLINE,13,386,19.34,367,2023,11
2023-11-26,YYC-SE,IN_STORE,46,1730,86.5,1643,2023,11
2023-11-26,YYC-SE,ONLINE,9,385,19.27,366,2023,11
2023-11-27,YYC-DT,IN_STORE,99,2802,140.15,2662,2023,11
2023-11-27,YYC-DT,ONLINE,24,617,30.87,586,2023,11
2023-11-27,YYC-NW,IN_STORE,79,2010,100.55,1910,2023,11
2023-11-27,YYC-NW,ONLINE,13,426,21.32,405,2023,11
2023-11-27,YYC-SE,IN_STORE,44,1689,84.48,1605,2023,11
2023-11-27,YYC-SE,ONLINE,11,410,20.5,389,2023,11
2023-11-28,YYC-DT,IN_STORE,68,2634,131.71,2502,2023,11
2023-11-28,YYC-DT,ONLINE,23,601,30.06,571,2023,11
2023-11-28,YYC-NW,IN_STORE,77,2083,104.15,1978,2023,11
2023-11-28,YYC-NW,ONLINE,13,447,22.4,425,2023,11
2023-11-28,YYC-SE,IN_STORE,46,1586,79.31,1506,2023,11
2023-11-28,YYC-SE,ONLINE,10,346,17.31,328,2023,11
2023-11-29,YYC-DT,IN_STORE,85,2920,146.0,2774,2023,11
2023-11-29,YYC-DT,ONLINE,15,515,25.78,489,2023,11
2023-11-29,YYC-NW,IN_STORE,74,2034,101.72,1932,2023,11
2023-11-29,YYC-NW,ONLINE,10,382,19.14,363,2023,11
2023-11-29,YYC-SE,IN_STORE,45,1737,86.87,1650,2023,11
2023-11-29,YYC-SE,ONLINE,16,365,18.3,347,2023,11
2023-11-30,YYC-DT,IN_STORE,67,2850,142.5,2707,2023,11
2023-11-30,YYC-DT,ONLINE,23,633,31.69,602,2023,11
2023-11-30,YYC-NW,IN_STORE,63,1974,98.74,1876,2023,11
2023-11-30,YYC-NW,ONLINE,14,475,23.79,452,2023,11
2023-11-30,YYC-SE,IN_STORE,45,1712,85.61,1626,2023,11
